"","season","PlotID","Source","ElapsedTimeSinceRunoffStarted_Minutes","data","detection level","method"
"6893","C","405","X","5","40000","WR","enterococciCulturableMEI_CFUPer100ML"
"6894","C","405","X","10","35000","WR","enterococciCulturableMEI_CFUPer100ML"
"6895","C","405","X","20","40000","WR","enterococciCulturableMEI_CFUPer100ML"
"6896","C","405","X","30","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"6897","C","405","X","30-T1","53000","WR","enterococciCulturableMEI_CFUPer100ML"
"6898","C","405","X","60","36000","WR","enterococciCulturableMEI_CFUPer100ML"
"6899","C","405","X","T1","41000","WR","enterococciCulturableMEI_CFUPer100ML"
"6900","C","406","S","5","12050","WRC","enterococciCulturableMEI_CFUPer100ML"
"6901","C","406","S","10","21766.66667","WRC","enterococciCulturableMEI_CFUPer100ML"
"6902","C","406","S","20","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"6903","C","406","S","30","26000","WR","enterococciCulturableMEI_CFUPer100ML"
"6904","C","406","S","30-T1","17500","WRC","enterococciCulturableMEI_CFUPer100ML"
"6905","C","406","S","60","10566.66667","WRC","enterococciCulturableMEI_CFUPer100ML"
"6906","C","406","S","T1","9666.666667","WRC","enterococciCulturableMEI_CFUPer100ML"
"6907","C","411","S","5","95000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6908","C","411","S","10","81000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6909","C","411","S","20","38000","WR","enterococciCulturableMEI_CFUPer100ML"
"6910","C","411","S","30","52000","WR","enterococciCulturableMEI_CFUPer100ML"
"6911","C","411","S","30-T1","42000","WR","enterococciCulturableMEI_CFUPer100ML"
"6912","C","411","S","60","13650","WRC","enterococciCulturableMEI_CFUPer100ML"
"6913","C","411","S","T1","29000","WR","enterococciCulturableMEI_CFUPer100ML"
"6914","C","412","C","5","27000","WR","enterococciCulturableMEI_CFUPer100ML"
"6915","C","412","C","10","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"6916","C","412","C","20","36000","WR","enterococciCulturableMEI_CFUPer100ML"
"6917","C","412","C","30","67000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6918","C","412","C","30-T1","45000","WR","enterococciCulturableMEI_CFUPer100ML"
"6919","C","412","C","60","60000","WR","enterococciCulturableMEI_CFUPer100ML"
"6920","C","412","C","T1","85000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6921","C","502","S","5","30000","WR","enterococciCulturableMEI_CFUPer100ML"
"6922","C","502","S","10","14650","WRC","enterococciCulturableMEI_CFUPer100ML"
"6923","C","502","S","20","13900","WRC","enterococciCulturableMEI_CFUPer100ML"
"6924","C","502","S","30","8500","WRC","enterococciCulturableMEI_CFUPer100ML"
"6925","C","502","S","30-T1","15800","WRC","enterococciCulturableMEI_CFUPer100ML"
"6926","C","502","S","60","4900","WR","enterococciCulturableMEI_CFUPer100ML"
"6927","C","502","S","T1","8000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6928","C","501","X","5","13600","WRC","enterococciCulturableMEI_CFUPer100ML"
"6929","C","501","X","10","11050","WRC","enterococciCulturableMEI_CFUPer100ML"
"6930","C","501","X","20","2000","WR","enterococciCulturableMEI_CFUPer100ML"
"6931","C","501","X","30","7400","WRC","enterococciCulturableMEI_CFUPer100ML"
"6932","C","501","X","30-T1","8150","WRC","enterococciCulturableMEI_CFUPer100ML"
"6933","C","501","X","60","10400","WRC","enterococciCulturableMEI_CFUPer100ML"
"6934","C","501","X","T1","10167","WRC","enterococciCulturableMEI_CFUPer100ML"
"6935","C","107","C","5","4800","WR","enterococciCulturableMEI_CFUPer100ML"
"6936","C","107","C","10","3500","WR","enterococciCulturableMEI_CFUPer100ML"
"6937","C","107","C","20","4800","WRC","enterococciCulturableMEI_CFUPer100ML"
"6938","C","107","C","30","5700","WR","enterococciCulturableMEI_CFUPer100ML"
"6939","C","107","C","30-T1","8700","WRC","enterococciCulturableMEI_CFUPer100ML"
"6940","C","107","C","60","8200","WRC","enterococciCulturableMEI_CFUPer100ML"
"6941","C","107","C","T1","7950","WRC","enterococciCulturableMEI_CFUPer100ML"
"6942","C","108","P","5","130000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6943","C","108","P","10","75000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6944","C","108","P","20","112000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6945","C","108","P","30","160000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6946","C","108","P","30-T1","170000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6947","C","108","P","60","83500","WRC","enterococciCulturableMEI_CFUPer100ML"
"6948","C","108","P","T1","115667","WRC","enterococciCulturableMEI_CFUPer100ML"
"6949","C","209","C","5","31000","WR","enterococciCulturableMEI_CFUPer100ML"
"6950","C","209","C","10","26500","WR","enterococciCulturableMEI_CFUPer100ML"
"6951","C","209","C","20","36000","WR","enterococciCulturableMEI_CFUPer100ML"
"6952","C","209","C","30","27000","WR","enterococciCulturableMEI_CFUPer100ML"
"6953","C","209","C","30-T1","31000","WR","enterococciCulturableMEI_CFUPer100ML"
"6954","C","209","C","60","25000","WR","enterococciCulturableMEI_CFUPer100ML"
"6955","C","209","C","T1","8850","WRC","enterococciCulturableMEI_CFUPer100ML"
"6956","C","210","S","5","15100","WRC","enterococciCulturableMEI_CFUPer100ML"
"6957","C","210","S","10","11350","WRC","enterococciCulturableMEI_CFUPer100ML"
"6958","C","210","S","20","20500","WR","enterococciCulturableMEI_CFUPer100ML"
"6959","C","210","S","30","11800","WRC","enterococciCulturableMEI_CFUPer100ML"
"6960","C","210","S","30-T1","25000","WR","enterococciCulturableMEI_CFUPer100ML"
"6961","C","210","S","60","5100","WR","enterococciCulturableMEI_CFUPer100ML"
"6962","C","210","S","T1","14900","WRC","enterococciCulturableMEI_CFUPer100ML"
"6963","C","111","S","5","9950","WRC","enterococciCulturableMEI_CFUPer100ML"
"6964","C","111","S","10","5800","WR","enterococciCulturableMEI_CFUPer100ML"
"6965","C","111","S","20","4300","WR","enterococciCulturableMEI_CFUPer100ML"
"6966","C","111","S","30","4900","WR","enterococciCulturableMEI_CFUPer100ML"
"6967","C","111","S","30-T1","6300","WRC","enterococciCulturableMEI_CFUPer100ML"
"6968","C","111","S","60","4000","WR","enterococciCulturableMEI_CFUPer100ML"
"6969","C","111","S","T1","4300","WR","enterococciCulturableMEI_CFUPer100ML"
"6970","C","112","P","5","49000","WR","enterococciCulturableMEI_CFUPer100ML"
"6971","C","112","P","10","25000","WR","enterococciCulturableMEI_CFUPer100ML"
"6972","C","112","P","20","40000","WR","enterococciCulturableMEI_CFUPer100ML"
"6973","C","112","P","30","22000","WR","enterococciCulturableMEI_CFUPer100ML"
"6974","C","112","P","30-T1","56000","WR","enterococciCulturableMEI_CFUPer100ML"
"6975","C","112","P","60","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"6976","C","112","P","T1","26000","WR","enterococciCulturableMEI_CFUPer100ML"
"6977","C","307","C","5","16300","WRC","enterococciCulturableMEI_CFUPer100ML"
"6978","C","307","C","10","30000","WR","enterococciCulturableMEI_CFUPer100ML"
"6979","C","307","C","20","17750","WRC","enterococciCulturableMEI_CFUPer100ML"
"6980","C","307","C","30","15900","WRC","enterococciCulturableMEI_CFUPer100ML"
"6981","C","307","C","30-T1","14550","WRC","enterococciCulturableMEI_CFUPer100ML"
"6982","C","307","C","60","21000","WR","enterococciCulturableMEI_CFUPer100ML"
"6983","C","307","C","T1","15000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6984","C","308","X","5","8550","WRC","enterococciCulturableMEI_CFUPer100ML"
"6985","C","308","X","10","12600","WRC","enterococciCulturableMEI_CFUPer100ML"
"6986","C","308","X","20","13500","WRC","enterococciCulturableMEI_CFUPer100ML"
"6987","C","308","X","30","8350","WRC","enterococciCulturableMEI_CFUPer100ML"
"6988","C","308","X","30-T1","8950","WRC","enterococciCulturableMEI_CFUPer100ML"
"6989","C","308","X","60","5800","WR","enterococciCulturableMEI_CFUPer100ML"
"6990","C","308","X","T1","9200","WRC","enterococciCulturableMEI_CFUPer100ML"
"6991","C","407","X","5","3700","WR","enterococciCulturableMEI_CFUPer100ML"
"6992","C","407","X","10","5800","WR","enterococciCulturableMEI_CFUPer100ML"
"6993","C","407","X","20","5000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6994","C","407","X","30","5900","WR","enterococciCulturableMEI_CFUPer100ML"
"6995","C","407","X","30-T1","5000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6996","C","407","X","60","12000","WRC","enterococciCulturableMEI_CFUPer100ML"
"6997","C","407","X","T1","6000","TNTC","enterococciCulturableMEI_CFUPer100ML"
"6998","C","408","P","5","43000","WR","enterococciCulturableMEI_CFUPer100ML"
"6999","C","408","P","10","29000","WR","enterococciCulturableMEI_CFUPer100ML"
"7000","C","408","P","20","81000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7001","C","408","P","30","102500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7002","C","408","P","30-T1","37600","WRC","enterococciCulturableMEI_CFUPer100ML"
"7003","C","408","P","60","60966.66667","WRC","enterococciCulturableMEI_CFUPer100ML"
"7004","C","408","P","T1","4100","WR","enterococciCulturableMEI_CFUPer100ML"
"7005","C","106","P","5","490000","WR","enterococciCulturableMEI_CFUPer100ML"
"7006","C","106","P","10","320000","WR","enterococciCulturableMEI_CFUPer100ML"
"7007","C","106","P","20","135000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7008","C","106","P","30","460000","WR","enterococciCulturableMEI_CFUPer100ML"
"7009","C","106","P","30-T1","610000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7010","C","106","P","60","209000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7011","C","106","P","T1","470000","WR","enterococciCulturableMEI_CFUPer100ML"
"7012","C","105","X","5","39000","WR","enterococciCulturableMEI_CFUPer100ML"
"7013","C","105","X","10","17000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7014","C","105","X","20","14000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7015","C","105","X","30","13050","WRC","enterococciCulturableMEI_CFUPer100ML"
"7016","C","105","X","30-T1","15350","WRC","enterococciCulturableMEI_CFUPer100ML"
"7017","C","105","X","60","8950","WRC","enterococciCulturableMEI_CFUPer100ML"
"7018","C","105","X","T1","12350","WRC","enterococciCulturableMEI_CFUPer100ML"
"7019","C","503","C","5","49000","WR","enterococciCulturableMEI_CFUPer100ML"
"7020","C","503","C","10","12000","WR","enterococciCulturableMEI_CFUPer100ML"
"7021","C","503","C","20","54000","WR","enterococciCulturableMEI_CFUPer100ML"
"7022","C","503","C","30","49000","WR","enterococciCulturableMEI_CFUPer100ML"
"7023","C","503","C","30-T1","48000","WR","enterococciCulturableMEI_CFUPer100ML"
"7024","C","503","C","60","46000","WR","enterococciCulturableMEI_CFUPer100ML"
"7025","C","503","C","T1","24000","WR","enterococciCulturableMEI_CFUPer100ML"
"7026","C","504","X","5","2900","WR","enterococciCulturableMEI_CFUPer100ML"
"7027","C","504","X","10","4000","WR","enterococciCulturableMEI_CFUPer100ML"
"7028","C","504","X","20","4800","WR","enterococciCulturableMEI_CFUPer100ML"
"7029","C","504","X","30","12400","WRC","enterococciCulturableMEI_CFUPer100ML"
"7030","C","504","X","30-T1","4600","WR","enterococciCulturableMEI_CFUPer100ML"
"7031","C","504","X","60","4300","WR","enterococciCulturableMEI_CFUPer100ML"
"7032","C","504","X","T1","9500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7033","C","401","S","5","86000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7034","C","401","S","10","70000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7035","C","401","S","20","76500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7036","C","401","S","30","48000","WR","enterococciCulturableMEI_CFUPer100ML"
"7037","C","401","S","30-T1","69000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7038","C","401","S","60","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"7039","C","401","S","T1","31000","WR","enterococciCulturableMEI_CFUPer100ML"
"7040","C","402","X","5","63000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7041","C","402","X","10","51000","WR","enterococciCulturableMEI_CFUPer100ML"
"7042","C","402","X","20","53000","WR","enterococciCulturableMEI_CFUPer100ML"
"7043","C","402","X","30","39000","WR","enterococciCulturableMEI_CFUPer100ML"
"7044","C","402","X","30-T1","48000","WR","enterococciCulturableMEI_CFUPer100ML"
"7045","C","402","X","60","38000","WR","enterococciCulturableMEI_CFUPer100ML"
"7046","C","402","X","T1","44000","WR","enterococciCulturableMEI_CFUPer100ML"
"7047","C","201","P","5","2e+05","WR","enterococciCulturableMEI_CFUPer100ML"
"7048","C","201","P","10","280000","WR","enterococciCulturableMEI_CFUPer100ML"
"7049","C","201","P","20","320000","WR","enterococciCulturableMEI_CFUPer100ML"
"7050","C","201","P","30","170000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7051","C","201","P","30-T1","182500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7052","C","201","P","60","112500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7053","C","201","P","T1","119000","WRC","enterococciCulturableMEI_CFUPer100ML"
"7054","C","202","S","5","3600","WR","enterococciCulturableMEI_CFUPer100ML"
"7055","C","202","S","10","3700","WR","enterococciCulturableMEI_CFUPer100ML"
"7056","C","202","S","20","2800","WR","enterococciCulturableMEI_CFUPer100ML"
"7057","C","202","S","30","1550","WRC","enterococciCulturableMEI_CFUPer100ML"
"7058","C","202","S","30-T1","2900","WR","enterococciCulturableMEI_CFUPer100ML"
"7059","C","202","S","60","3600","WR","enterococciCulturableMEI_CFUPer100ML"
"7060","C","202","S","T1","9700","WRC","enterococciCulturableMEI_CFUPer100ML"
"7061","C","403","C","5","5800","WR","enterococciCulturableMEI_CFUPer100ML"
"7062","C","403","C","10","2800","WR","enterococciCulturableMEI_CFUPer100ML"
"7063","C","403","C","20","3900","WR","enterococciCulturableMEI_CFUPer100ML"
"7064","C","403","C","30","6750","WRC","enterococciCulturableMEI_CFUPer100ML"
"7065","C","403","C","30-T1","7250","WRC","enterococciCulturableMEI_CFUPer100ML"
"7066","C","403","C","60","7200","WRC","enterococciCulturableMEI_CFUPer100ML"
"7067","C","403","C","T1","10300","WRC","enterococciCulturableMEI_CFUPer100ML"
"7068","C","404","P","5","24000","WR","enterococciCulturableMEI_CFUPer100ML"
"7069","C","404","P","10","17050","WRC","enterococciCulturableMEI_CFUPer100ML"
"7070","C","404","P","20","20000","WR","enterococciCulturableMEI_CFUPer100ML"
"7071","C","404","P","30","20000","WR","enterococciCulturableMEI_CFUPer100ML"
"7072","C","404","P","30-T1","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"7073","C","404","P","60","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"7074","C","404","P","T1","24000","WR","enterococciCulturableMEI_CFUPer100ML"
"7075","C","409","C","5","22400","WRC","enterococciCulturableMEI_CFUPer100ML"
"7076","C","409","C","10","32000","WR","enterococciCulturableMEI_CFUPer100ML"
"7077","C","409","C","20","24000","WR","enterococciCulturableMEI_CFUPer100ML"
"7078","C","409","C","30","23000","WR","enterococciCulturableMEI_CFUPer100ML"
"7079","C","409","C","30-T1","14700","WRC","enterococciCulturableMEI_CFUPer100ML"
"7080","C","409","C","60","28000","WR","enterococciCulturableMEI_CFUPer100ML"
"7081","C","409","C","T1","17900","WRC","enterococciCulturableMEI_CFUPer100ML"
"7082","C","410","S","5","13750","WRC","enterococciCulturableMEI_CFUPer100ML"
"7083","C","410","S","10","7350","WRC","enterococciCulturableMEI_CFUPer100ML"
"7084","C","410","S","20","6500","WRC","enterococciCulturableMEI_CFUPer100ML"
"7085","C","410","S","30","7700","WRC","enterococciCulturableMEI_CFUPer100ML"
"7086","C","410","S","30-T1","8450","WRC","enterococciCulturableMEI_CFUPer100ML"
"7087","C","410","S","60","5700","WR","enterococciCulturableMEI_CFUPer100ML"
"7088","C","410","S","T1","3100","WR","enterococciCulturableMEI_CFUPer100ML"
"7089","C","109","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7090","C","109","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7091","C","109","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7092","C","109","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7093","C","109","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7094","C","109","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7095","C","109","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7096","C","110","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7097","C","110","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7098","C","110","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7099","C","110","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7100","C","110","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7101","C","110","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7102","C","110","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7103","C","101","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7104","C","101","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7105","C","101","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7106","C","101","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7107","C","101","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7108","C","101","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7109","C","101","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7110","C","102","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"7111","C","102","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"7112","C","102","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"7113","C","102","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"7114","C","102","P","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7115","C","102","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"7116","C","102","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7117","C","203","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"7118","C","203","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"7119","C","203","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"7120","C","203","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"7121","C","203","P","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7122","C","203","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"7123","C","203","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7124","C","204","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7125","C","204","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7126","C","204","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7127","C","204","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7128","C","204","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7129","C","204","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7130","C","204","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7131","C","205","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7132","C","205","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7133","C","205","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7134","C","205","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7135","C","205","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7136","C","205","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7137","C","205","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7138","C","206","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"7139","C","206","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"7140","C","206","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"7141","C","206","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"7142","C","206","P","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7143","C","206","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"7144","C","206","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7145","C","405","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7146","C","405","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7147","C","405","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7148","C","405","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7149","C","405","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7150","C","405","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7151","C","405","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7152","C","406","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7153","C","406","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7154","C","406","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7155","C","406","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7156","C","406","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7157","C","406","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7158","C","406","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7159","C","411","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7160","C","411","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7161","C","411","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7162","C","411","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7163","C","411","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7164","C","411","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7165","C","411","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7166","C","412","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7167","C","412","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7168","C","412","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7169","C","412","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7170","C","412","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7171","C","412","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7172","C","412","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7173","C","502","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7174","C","502","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7175","C","502","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7176","C","502","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7177","C","502","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7178","C","502","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7179","C","502","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7180","C","501","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7181","C","501","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7182","C","501","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7183","C","501","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7184","C","501","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7185","C","501","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7186","C","501","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7187","C","107","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7188","C","107","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7189","C","107","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7190","C","107","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7191","C","107","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7192","C","107","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7193","C","107","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7194","C","108","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"7195","C","108","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"7196","C","108","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"7197","C","108","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"7198","C","108","P","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7199","C","108","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"7200","C","108","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7201","C","209","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7202","C","209","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7203","C","209","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7204","C","209","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7205","C","209","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7206","C","209","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7207","C","209","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7208","C","210","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7209","C","210","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7210","C","210","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7211","C","210","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7212","C","210","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7213","C","210","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7214","C","210","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7215","C","111","S","5",NA,"ANP","enterococciQPCR_GU100ML"
"7216","C","111","S","10",NA,"ANP","enterococciQPCR_GU100ML"
"7217","C","111","S","20",NA,"ANP","enterococciQPCR_GU100ML"
"7218","C","111","S","30",NA,"ANP","enterococciQPCR_GU100ML"
"7219","C","111","S","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7220","C","111","S","60",NA,"ANP","enterococciQPCR_GU100ML"
"7221","C","111","S","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7222","C","112","P","5",NA,"ANP","enterococciQPCR_GU100ML"
"7223","C","112","P","10",NA,"ANP","enterococciQPCR_GU100ML"
"7224","C","112","P","20",NA,"ANP","enterococciQPCR_GU100ML"
"7225","C","112","P","30",NA,"ANP","enterococciQPCR_GU100ML"
"7226","C","112","P","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7227","C","112","P","60",NA,"ANP","enterococciQPCR_GU100ML"
"7228","C","112","P","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7229","C","307","C","5",NA,"ANP","enterococciQPCR_GU100ML"
"7230","C","307","C","10",NA,"ANP","enterococciQPCR_GU100ML"
"7231","C","307","C","20",NA,"ANP","enterococciQPCR_GU100ML"
"7232","C","307","C","30",NA,"ANP","enterococciQPCR_GU100ML"
"7233","C","307","C","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7234","C","307","C","60",NA,"ANP","enterococciQPCR_GU100ML"
"7235","C","307","C","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7236","C","308","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7237","C","308","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7238","C","308","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7239","C","308","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7240","C","308","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7241","C","308","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7242","C","308","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
"7243","C","407","X","5",NA,"ANP","enterococciQPCR_GU100ML"
"7244","C","407","X","10",NA,"ANP","enterococciQPCR_GU100ML"
"7245","C","407","X","20",NA,"ANP","enterococciQPCR_GU100ML"
"7246","C","407","X","30",NA,"ANP","enterococciQPCR_GU100ML"
"7247","C","407","X","30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"7248","C","407","X","60",NA,"ANP","enterococciQPCR_GU100ML"
"7249","C","407","X","T1",NA,"ANP","enterococciQPCR_GU100ML"
