"","proxy","week","PlotID","season","method","Source","detectionfreq1","type of mictobes","analysis type","names of microbes","day"
"779","670","0","110","D","EColi0157Culturable_MPNPer100ml","X","2/2588",NA,NA,NA,"1"
"780","1.5","0","204","D","EColi0157Culturable_MPNPer100ml","X","0/2590",NA,NA,NA,"2"
"781","2.75","0","405","D","EColi0157Culturable_MPNPer100ml","X","1/2592",NA,NA,NA,"3"
"782","2.25","1","308","D","EColi0157Culturable_MPNPer100ml","X","1/2594",NA,NA,NA,"3"
"783","5","1","407","D","EColi0157Culturable_MPNPer100ml","X","2/2596",NA,NA,NA,"3"
"784","1.5","1","501","D","EColi0157Culturable_MPNPer100ml","X","0/2598",NA,NA,NA,"1"
"785","668.761111111667","2","105","A","EColiCulturableColilert_MPNPer100ML","X","6/2604",NA,NA,NA,"1"
"786","5561.12222216667","2","402","A","EColiCulturableColilert_MPNPer100ML","X","6/2610",NA,NA,NA,"2"
"787","70.2666666666667","2","504","A","EColiCulturableColilert_MPNPer100ML","X","6/2616",NA,NA,NA,"1"
"788","20.75","0","204","A","EColiCulturableColilert_MPNPer100ML","X","6/2622",NA,NA,NA,"2"
"789","24.6916666666667","0","405","A","EColiCulturableColilert_MPNPer100ML","X","5/2628",NA,NA,NA,"3"
"790","0.25","1","308","A","EColiCulturableColilert_MPNPer100ML","X","0/2634",NA,NA,NA,"3"
"791","2.375","1","407","A","EColiCulturableColilert_MPNPer100ML","X","5/2640",NA,NA,NA,"3"
"792","30.625","1","501","A","EColiCulturableColilert_MPNPer100ML","X","5/2646",NA,NA,NA,"1"
"793","0.25","2","105","B","EColiCulturableColilert_MPNPer100ML","X","0/2652",NA,NA,NA,"1"
"794","5.18333333333333","2","402","B","EColiCulturableColilert_MPNPer100ML","X","4/2658",NA,NA,NA,"2"
"795","2102.6944445","2","504","B","EColiCulturableColilert_MPNPer100ML","X","6/2664",NA,NA,NA,"1"
"796","280.55555555","0","110","B","EColiCulturableColilert_MPNPer100ML","X","6/2670",NA,NA,NA,"1"
"797","0.541666666666667","0","204","B","EColiCulturableColilert_MPNPer100ML","X","1/2676",NA,NA,NA,"2"
"798","0.25","0","405","B","EColiCulturableColilert_MPNPer100ML","X","0/2682",NA,NA,NA,"3"
"799","60.4833333333333","1","308","B","EColiCulturableColilert_MPNPer100ML","X","6/2688",NA,NA,NA,"3"
"800","0.25","1","407","B","EColiCulturableColilert_MPNPer100ML","X","0/2694",NA,NA,NA,"3"
"801","0.25","1","501","B","EColiCulturableColilert_MPNPer100ML","X","0/2700",NA,NA,NA,"1"
"802","5.29285714285714","2","105","C","EColiCulturableColilert_MPNPer100ML","X","6/2707",NA,NA,NA,"1"
"803","21.4238095242857","2","402","C","EColiCulturableColilert_MPNPer100ML","X","7/2714",NA,NA,NA,"2"
"804","21.0261904757143","2","504","C","EColiCulturableColilert_MPNPer100ML","X","7/2721",NA,NA,NA,"1"
"805","34.6071428571429","0","110","C","EColiCulturableColilert_MPNPer100ML","X","6/2728",NA,NA,NA,"1"
"806","37.9857142857143","0","204","C","EColiCulturableColilert_MPNPer100ML","X","5/2735",NA,NA,NA,"2"
"807","9.65714285714286","0","405","C","EColiCulturableColilert_MPNPer100ML","X","7/2742",NA,NA,NA,"3"
"808","22.3809523814286","1","308","C","EColiCulturableColilert_MPNPer100ML","X","7/2749",NA,NA,NA,"3"
"809","4.1","1","407","C","EColiCulturableColilert_MPNPer100ML","X","6/2756",NA,NA,NA,"3"
"810","8.78571428571429","1","501","C","EColiCulturableColilert_MPNPer100ML","X","5/2763",NA,NA,NA,"1"
"811","0.642857142857143","2","105","D","EColiCulturableColilert_MPNPer100ML","X","1/2770",NA,NA,NA,"1"
"812","100.357142857143","2","402","D","EColiCulturableColilert_MPNPer100ML","X","7/2777",NA,NA,NA,"2"
"813","13.5523809528571","2","504","D","EColiCulturableColilert_MPNPer100ML","X","7/2784",NA,NA,NA,"1"
"814","26.9714285714286","0","110","D","EColiCulturableColilert_MPNPer100ML","X","7/2791",NA,NA,NA,"1"
"815","1.35714285714286","0","204","D","EColiCulturableColilert_MPNPer100ML","X","5/2798",NA,NA,NA,"2"
"816","10.2928571428571","0","405","D","EColiCulturableColilert_MPNPer100ML","X","7/2805",NA,NA,NA,"3"
"817","0.75","1","308","D","EColiCulturableColilert_MPNPer100ML","X","4/2812",NA,NA,NA,"3"
"818","8.17857142857143","1","407","D","EColiCulturableColilert_MPNPer100ML","X","7/2819",NA,NA,NA,"3"
"819","0.928571428571429","1","501","D","EColiCulturableColilert_MPNPer100ML","X","3/2826",NA,NA,NA,"1"
"820","2.45","2","105","A","CampylobacterCulturable_MPNPer100ml","X","2/2828",NA,NA,NA,"1"
"821","2.3","2","402","A","CampylobacterCulturable_MPNPer100ml","X","2/2830",NA,NA,NA,"2"
"822","0.96","2","504","A","CampylobacterCulturable_MPNPer100ml","X","2/2832",NA,NA,NA,"1"
"823","1.5","0","204","A","CampylobacterCulturable_MPNPer100ml","X","0/2834",NA,NA,NA,"2"
"824","3.85","0","405","A","CampylobacterCulturable_MPNPer100ml","X","1/2836",NA,NA,NA,"3"
"825","110.65","1","308","A","CampylobacterCulturable_MPNPer100ml","X","2/2838",NA,NA,NA,"3"
"826","24.1025","1","407","A","CampylobacterCulturable_MPNPer100ml","X","1/2840",NA,NA,NA,"3"
"827","1.7","1","501","A","CampylobacterCulturable_MPNPer100ml","X","2/2842",NA,NA,NA,"1"
"828","1.5","2","105","B","CampylobacterCulturable_MPNPer100ml","X","0/2844",NA,NA,NA,"1"
"829","1.5","2","402","B","CampylobacterCulturable_MPNPer100ml","X","0/2846",NA,NA,NA,"2"
"830","1.5","2","504","B","CampylobacterCulturable_MPNPer100ml","X","0/2848",NA,NA,NA,"1"
"831","1.5","0","110","B","CampylobacterCulturable_MPNPer100ml","X","0/2850",NA,NA,NA,"1"
"832","1.5","0","204","B","CampylobacterCulturable_MPNPer100ml","X","0/2852",NA,NA,NA,"2"
"833","1.5","0","405","B","CampylobacterCulturable_MPNPer100ml","X","0/2854",NA,NA,NA,"3"
"834","1.5","1","308","B","CampylobacterCulturable_MPNPer100ml","X","0/2856",NA,NA,NA,"3"
"835","1.5","1","407","B","CampylobacterCulturable_MPNPer100ml","X","0/2858",NA,NA,NA,"3"
"836","1.5","1","501","B","CampylobacterCulturable_MPNPer100ml","X","0/2860",NA,NA,NA,"1"
"837","1.5","2","105","C","CampylobacterCulturable_MPNPer100ml","X","0/2862",NA,NA,NA,"1"
"838","1.5","2","402","C","CampylobacterCulturable_MPNPer100ml","X","0/2864",NA,NA,NA,"2"
"839","1.5","2","504","C","CampylobacterCulturable_MPNPer100ml","X","0/2866",NA,NA,NA,"1"
"840","1.5","0","110","C","CampylobacterCulturable_MPNPer100ml","X","0/2868",NA,NA,NA,"1"
"841","1.5","0","204","C","CampylobacterCulturable_MPNPer100ml","X","0/2870",NA,NA,NA,"2"
"842","1.5","0","405","C","CampylobacterCulturable_MPNPer100ml","X","0/2872",NA,NA,NA,"3"
"843","1.5","1","308","C","CampylobacterCulturable_MPNPer100ml","X","0/2874",NA,NA,NA,"3"
"844","1.5","1","407","C","CampylobacterCulturable_MPNPer100ml","X","0/2876",NA,NA,NA,"3"
"845","1.5","1","501","C","CampylobacterCulturable_MPNPer100ml","X","0/2878",NA,NA,NA,"1"
"846","1.5","2","105","D","CampylobacterCulturable_MPNPer100ml","X","0/2880",NA,NA,NA,"1"
"847","1.5","2","402","D","CampylobacterCulturable_MPNPer100ml","X","0/2882",NA,NA,NA,"2"
"848","1.5","2","504","D","CampylobacterCulturable_MPNPer100ml","X","0/2884",NA,NA,NA,"1"
"849","1.5","0","110","D","CampylobacterCulturable_MPNPer100ml","X","0/2886",NA,NA,NA,"1"
"850","1.5","0","204","D","CampylobacterCulturable_MPNPer100ml","X","0/2888",NA,NA,NA,"2"
"851","1.5","0","405","D","CampylobacterCulturable_MPNPer100ml","X","0/2890",NA,NA,NA,"3"
"852","1.5","1","308","D","CampylobacterCulturable_MPNPer100ml","X","0/2892",NA,NA,NA,"3"
"853","1.5","1","407","D","CampylobacterCulturable_MPNPer100ml","X","0/2894",NA,NA,NA,"3"
"854","1.5","1","501","D","CampylobacterCulturable_MPNPer100ml","X","0/2896",NA,NA,NA,"1"
"855","69500","2","105","A","enterococciCulturableMEI_CFUPer100ML","X","6/2902",NA,NA,NA,"1"
"856","41058.3333333333","2","402","A","enterococciCulturableMEI_CFUPer100ML","X","6/2908",NA,NA,NA,"2"
"857","174166.666666667","2","504","A","enterococciCulturableMEI_CFUPer100ML","X","6/2914",NA,NA,NA,"1"
"858","991.666666666667","0","204","A","enterococciCulturableMEI_CFUPer100ML","X","6/2920",NA,NA,NA,"2"
"859","1300","0","405","A","enterococciCulturableMEI_CFUPer100ML","X","6/2926",NA,NA,NA,"3"
"860","21333.3333333333","1","308","A","enterococciCulturableMEI_CFUPer100ML","X","6/2932",NA,NA,NA,"3"
"861","13100","1","407","A","enterococciCulturableMEI_CFUPer100ML","X","6/2938",NA,NA,NA,"3"
"862","52300","1","501","A","enterococciCulturableMEI_CFUPer100ML","X","6/2944",NA,NA,NA,"1"
"863","1121.16666666667","2","105","B","enterococciCulturableMEI_CFUPer100ML","X","6/2950",NA,NA,NA,"1"
"864","303.666666666667","2","402","B","enterococciCulturableMEI_CFUPer100ML","X","6/2956",NA,NA,NA,"2"
"865","1547.5","2","504","B","enterococciCulturableMEI_CFUPer100ML","X","6/2962",NA,NA,NA,"1"
"866","37630.5","0","110","B","enterococciCulturableMEI_CFUPer100ML","X","6/2968",NA,NA,NA,"1"
"867","116.791666666667","0","204","B","enterococciCulturableMEI_CFUPer100ML","X","3/2974",NA,NA,NA,"2"
"868","1025.04166666667","0","405","B","enterococciCulturableMEI_CFUPer100ML","X","5/2980",NA,NA,NA,"3"
"869","287.833333333333","1","308","B","enterococciCulturableMEI_CFUPer100ML","X","6/2986",NA,NA,NA,"3"
"870","506.666666666667","1","407","B","enterococciCulturableMEI_CFUPer100ML","X","6/2992",NA,NA,NA,"3"
"871","93.1666666666667","1","501","B","enterococciCulturableMEI_CFUPer100ML","X","6/2998",NA,NA,NA,"1"
"872","17100","2","105","C","enterococciCulturableMEI_CFUPer100ML","X","7/3005",NA,NA,NA,"1"
"873","48000","2","402","C","enterococciCulturableMEI_CFUPer100ML","X","7/3012",NA,NA,NA,"2"
"874","6071.42857142857","2","504","C","enterococciCulturableMEI_CFUPer100ML","X","7/3019",NA,NA,NA,"1"
"875","53214.2857142857","0","110","C","enterococciCulturableMEI_CFUPer100ML","X","7/3026",NA,NA,NA,"1"
"876","39800","0","204","C","enterococciCulturableMEI_CFUPer100ML","X","7/3033",NA,NA,NA,"2"
"877","43571.4285714286","0","405","C","enterococciCulturableMEI_CFUPer100ML","X","7/3040",NA,NA,NA,"3"
"878","9564.28571428571","1","308","C","enterococciCulturableMEI_CFUPer100ML","X","7/3047",NA,NA,NA,"3"
"879","6200","1","407","C","enterococciCulturableMEI_CFUPer100ML","X","7/3054",NA,NA,NA,"3"
"880","8966.71428571429","1","501","C","enterococciCulturableMEI_CFUPer100ML","X","7/3061",NA,NA,NA,"1"
"881","3078.57142857143","2","105","D","enterococciCulturableMEI_CFUPer100ML","X","7/3068",NA,NA,NA,"1"
"882","76285.7142857143","2","402","D","enterococciCulturableMEI_CFUPer100ML","X","7/3075",NA,NA,NA,"2"
"883","41142.8571428571","2","504","D","enterococciCulturableMEI_CFUPer100ML","X","7/3082",NA,NA,NA,"1"
"884","3830.952381","0","110","D","enterococciCulturableMEI_CFUPer100ML","X","7/3089",NA,NA,NA,"1"
"885","5437.61904757143","0","204","D","enterococciCulturableMEI_CFUPer100ML","X","7/3096",NA,NA,NA,"2"
"886","37571.4285714286","0","405","D","enterococciCulturableMEI_CFUPer100ML","X","7/3103",NA,NA,NA,"3"
"887","2507.14285714286","1","308","D","enterococciCulturableMEI_CFUPer100ML","X","7/3110",NA,NA,NA,"3"
"888","5521.42857142857","1","407","D","enterococciCulturableMEI_CFUPer100ML","X","7/3117",NA,NA,NA,"3"
"889","73564.2857142857","1","501","D","enterococciCulturableMEI_CFUPer100ML","X","7/3124",NA,NA,NA,"1"
"890","1.825","2","105","A","Giardia_CystsPer100ml","X","0/3126",NA,NA,NA,"1"
"891","1.25","2","402","A","Giardia_CystsPer100ml","X","0/3128",NA,NA,NA,"2"
"892","2","2","504","A","Giardia_CystsPer100ml","X","0/3130",NA,NA,NA,"1"
"893","3.35","0","204","A","Giardia_CystsPer100ml","X","0/3132",NA,NA,NA,"2"
"894","1.225","0","405","A","Giardia_CystsPer100ml","X","0/3134",NA,NA,NA,"3"
"895","1.95","1","308","A","Giardia_CystsPer100ml","X","0/3136",NA,NA,NA,"3"
"896","1.2","1","407","A","Giardia_CystsPer100ml","X","0/3138",NA,NA,NA,"3"
"897","1.2","1","501","A","Giardia_CystsPer100ml","X","0/3140",NA,NA,NA,"1"
"898","0.025","2","105","B","Giardia_CystsPer100ml","X","0/3142",NA,NA,NA,"1"
"899","0.0416675","2","402","B","Giardia_CystsPer100ml","X","0/3144",NA,NA,NA,"2"
"900","0.033335","2","504","B","Giardia_CystsPer100ml","X","0/3146",NA,NA,NA,"1"
"901","0.0125","0","110","B","Giardia_CystsPer100ml","X","0/3148",NA,NA,NA,"1"
"902","0.0416675","0","204","B","Giardia_CystsPer100ml","X","0/3150",NA,NA,NA,"2"
"903","0.0125","0","405","B","Giardia_CystsPer100ml","X","0/3152",NA,NA,NA,"3"
"904","0.033335","1","308","B","Giardia_CystsPer100ml","X","0/3154",NA,NA,NA,"3"
"905","0.025","1","407","B","Giardia_CystsPer100ml","X","0/3156",NA,NA,NA,"3"
"906","0.025","1","501","B","Giardia_CystsPer100ml","X","0/3158",NA,NA,NA,"1"
"907","2.2355769225","2","105","C","Giardia_CystsPer100ml","X","0/3160",NA,NA,NA,"1"
"908","0.964285715","2","402","C","Giardia_CystsPer100ml","X","1/3162",NA,NA,NA,"2"
"909","7.22222222","2","504","C","Giardia_CystsPer100ml","X","1/3164",NA,NA,NA,"1"
"910","1.9791666675","0","110","C","Giardia_CystsPer100ml","X","0/3166",NA,NA,NA,"1"
"911","2.763157895","0","204","C","Giardia_CystsPer100ml","X","0/3168",NA,NA,NA,"2"
"912","4.761904765","0","405","C","Giardia_CystsPer100ml","X","2/3170",NA,NA,NA,"3"
"913","1.19047619","1","308","C","Giardia_CystsPer100ml","X","0/3172",NA,NA,NA,"3"
"914","4","1","407","C","Giardia_CystsPer100ml","X","1/3173",NA,NA,NA,"3"
"915","1.1","2","105","D","Giardia_CystsPer100ml","X","2/3175",NA,NA,NA,"1"
"916","1.35","2","402","D","Giardia_CystsPer100ml","X","2/3177",NA,NA,NA,"2"
"917","1.95","2","504","D","Giardia_CystsPer100ml","X","2/3179",NA,NA,NA,"1"
"918","11.65","0","110","D","Giardia_CystsPer100ml","X","2/3181",NA,NA,NA,"1"
"919","1.2","0","204","D","Giardia_CystsPer100ml","X","2/3183",NA,NA,NA,"2"
"920","1.95","0","405","D","Giardia_CystsPer100ml","X","2/3185",NA,NA,NA,"3"
"921","1.3","1","308","D","Giardia_CystsPer100ml","X","2/3187",NA,NA,NA,"3"
"922","1.65","1","407","D","Giardia_CystsPer100ml","X","2/3189",NA,NA,NA,"3"
"923","1.5","1","501","D","Giardia_CystsPer100ml","X","2/3191",NA,NA,NA,"1"
"924","4","2","105","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3194",NA,NA,NA,"1"
"925","1635.66666666667","2","402","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3197",NA,NA,NA,"2"
"926","8.66666666666667","2","504","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3200",NA,NA,NA,"1"
"927","37.8","0","204","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","2/3203",NA,NA,NA,"2"
"928","23.5666666666667","0","405","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3206",NA,NA,NA,"3"
"929","4.13333333333333","1","308","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3209",NA,NA,NA,"3"
"930","4.33333333333333","1","407","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3212",NA,NA,NA,"3"
"931","15.2333333333333","1","501","A","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3215",NA,NA,NA,"1"
"932","5.33333333333333","2","105","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3218",NA,NA,NA,"1"
"933","221.333333333333","2","402","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3221",NA,NA,NA,"2"
"934","8","2","504","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3224",NA,NA,NA,"1"
"935","55","0","110","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3227",NA,NA,NA,"1"
"936","730","0","204","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3230",NA,NA,NA,"2"
"937","200.333333333333","0","405","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3233",NA,NA,NA,"3"
"938","1.33333333333333","1","308","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3236",NA,NA,NA,"3"
"939","2.66666666666667","1","407","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3239",NA,NA,NA,"3"
"940","134.333333333333","1","501","B","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3242",NA,NA,NA,"1"
"941","1.03333333333333","2","105","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3245",NA,NA,NA,"1"
"942","3.53333333333333","2","504","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3248",NA,NA,NA,"1"
"943","20.5666666666667","0","110","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3251",NA,NA,NA,"1"
"944","40.3333333333333","0","204","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3254",NA,NA,NA,"2"
"945","16","0","405","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3257",NA,NA,NA,"3"
"946","1.3","1","308","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3260",NA,NA,NA,"3"
"947","1.5","1","407","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3263",NA,NA,NA,"3"
"948","0.88","1","501","C","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3266",NA,NA,NA,"1"
"949","2.22333333333333","2","105","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3269",NA,NA,NA,"1"
"950","102.776666666667","2","402","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3272",NA,NA,NA,"2"
"951","136.663333333333","2","504","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3275",NA,NA,NA,"1"
"952","156.75","0","110","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3278",NA,NA,NA,"1"
"953","99.5566666666667","0","204","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3281",NA,NA,NA,"2"
"954","87.5","0","405","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3284",NA,NA,NA,"3"
"955","13.4433333333333","1","308","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3287",NA,NA,NA,"3"
"956","8.72333333333333","1","407","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3290",NA,NA,NA,"3"
"957","76.61","1","501","D","ClostridiumCulturable_TSCF_CFUPer100ml","X","3/3293",NA,NA,NA,"1"
"958","1.75","2","105","A","Crypto_OocystsPer100ml","X","0/3295",NA,NA,NA,"1"
"959","1.5","2","402","A","Crypto_OocystsPer100ml","X","0/3297",NA,NA,NA,"2"
"960","2","2","504","A","Crypto_OocystsPer100ml","X","0/3299",NA,NA,NA,"1"
"961","3.5","0","204","A","Crypto_OocystsPer100ml","X","0/3301",NA,NA,NA,"2"
"962","1.25","0","405","A","Crypto_OocystsPer100ml","X","0/3303",NA,NA,NA,"3"
"963","2","1","308","A","Crypto_OocystsPer100ml","X","0/3305",NA,NA,NA,"3"
"964","1","1","407","A","Crypto_OocystsPer100ml","X","0/3307",NA,NA,NA,"3"
"965","1.25","1","501","A","Crypto_OocystsPer100ml","X","0/3309",NA,NA,NA,"1"
"966","0.025","2","105","B","Crypto_OocystsPer100ml","X","0/3311",NA,NA,NA,"1"
"967","1.7915","2","402","B","Crypto_OocystsPer100ml","X","1/3313",NA,NA,NA,"2"
"968","0.0335","2","504","B","Crypto_OocystsPer100ml","X","0/3315",NA,NA,NA,"1"
"969","0.0125","0","110","B","Crypto_OocystsPer100ml","X","0/3317",NA,NA,NA,"1"
"970","0.04175","0","204","B","Crypto_OocystsPer100ml","X","0/3319",NA,NA,NA,"2"
"971","5.73125","0","405","B","Crypto_OocystsPer100ml","X","0/3321",NA,NA,NA,"3"
"972","5.3665","1","308","B","Crypto_OocystsPer100ml","X","2/3323",NA,NA,NA,"3"
"973","0.025","1","407","B","Crypto_OocystsPer100ml","X","0/3325",NA,NA,NA,"3"
"974","0.0375","1","501","B","Crypto_OocystsPer100ml","X","1/3327",NA,NA,NA,"1"
"975","0.0225","2","105","C","Crypto_OocystsPer100ml","X","0/3329",NA,NA,NA,"1"
"976","0.0455","2","402","C","Crypto_OocystsPer100ml","X","1/3331",NA,NA,NA,"2"
"977","0.1055","2","504","C","Crypto_OocystsPer100ml","X","1/3333",NA,NA,NA,"1"
"978","0.02925","0","110","C","Crypto_OocystsPer100ml","X","1/3335",NA,NA,NA,"1"
"979","0.02775","0","204","C","Crypto_OocystsPer100ml","X","0/3337",NA,NA,NA,"2"
"980","6.9265","0","405","C","Crypto_OocystsPer100ml","X","2/3339",NA,NA,NA,"3"
"981","0.01175","1","308","C","Crypto_OocystsPer100ml","X","0/3341",NA,NA,NA,"3"
"982","0.1","1","407","C","Crypto_OocystsPer100ml","X","1/3342",NA,NA,NA,"3"
"983","1.1","2","105","D","Crypto_OocystsPer100ml","X","2/3344",NA,NA,NA,"1"
"984","3.5","2","402","D","Crypto_OocystsPer100ml","X","2/3346",NA,NA,NA,"2"
"985","5.65","2","504","D","Crypto_OocystsPer100ml","X","2/3348",NA,NA,NA,"1"
"986","162.75","0","110","D","Crypto_OocystsPer100ml","X","2/3350",NA,NA,NA,"1"
"987","1.2","0","204","D","Crypto_OocystsPer100ml","X","2/3352",NA,NA,NA,"2"
"988","1.95","0","405","D","Crypto_OocystsPer100ml","X","2/3354",NA,NA,NA,"3"
"989","1.3","1","308","D","Crypto_OocystsPer100ml","X","2/3356",NA,NA,NA,"3"
"990","1.65","1","407","D","Crypto_OocystsPer100ml","X","2/3358",NA,NA,NA,"3"
"991","1.5","1","501","D","Crypto_OocystsPer100ml","X","2/3360",NA,NA,NA,"1"
"992","0.16","2","105","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3362",NA,NA,NA,"1"
"993","0.16","2","402","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3364",NA,NA,NA,"2"
"994","0.16","2","504","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3366",NA,NA,NA,"1"
"995","1.5","0","204","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3368",NA,NA,NA,"2"
"996","1.5","0","405","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3370",NA,NA,NA,"3"
"997","0.205","1","308","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3372",NA,NA,NA,"3"
"998","0.205","1","407","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3374",NA,NA,NA,"3"
"999","0.205","1","501","A","SalmonellaCulturableWildType_MPNPer100ml","X","0/3376",NA,NA,NA,"1"
"1000","1.5","2","105","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3378",NA,NA,NA,"1"
"1001","1.5","2","402","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3380",NA,NA,NA,"2"
"1002","1.5","2","504","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3382",NA,NA,NA,"1"
"1003","1.5","0","110","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3384",NA,NA,NA,"1"
"1004","1.5","0","204","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3386",NA,NA,NA,"2"
"1005","1.5","0","405","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3388",NA,NA,NA,"3"
"1006","1.5","1","308","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3390",NA,NA,NA,"3"
"1007","1.5","1","407","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3392",NA,NA,NA,"3"
"1008","1.5","1","501","B","SalmonellaCulturableWildType_MPNPer100ml","X","0/3394",NA,NA,NA,"1"
"1009","580","2","105","C","SalmonellaCulturableWildType_MPNPer100ml","X","2/3396",NA,NA,NA,"1"
"1010","1.5","2","402","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3398",NA,NA,NA,"2"
"1011","1.5","2","504","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3400",NA,NA,NA,"1"
"1012","1.5","0","110","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3402",NA,NA,NA,"1"
"1013","1.5","0","204","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3404",NA,NA,NA,"2"
"1014","1.5","0","405","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3406",NA,NA,NA,"3"
"1015","1900","1","308","C","SalmonellaCulturableWildType_MPNPer100ml","X","2/3408",NA,NA,NA,"3"
"1016","1.5","1","407","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3410",NA,NA,NA,"3"
"1017","1.5","1","501","C","SalmonellaCulturableWildType_MPNPer100ml","X","0/3412",NA,NA,NA,"1"
"1018","1.5","2","105","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3414",NA,NA,NA,"1"
"1019","1.5","2","402","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3416",NA,NA,NA,"2"
"1020","1.5","2","504","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3418",NA,NA,NA,"1"
"1021","2.25","0","110","D","SalmonellaCulturableWildType_MPNPer100ml","X","1/3420",NA,NA,NA,"1"
"1022","1.5","0","204","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3422",NA,NA,NA,"2"
"1023","1.5","0","405","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3424",NA,NA,NA,"3"
"1024","1.5","1","308","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3426",NA,NA,NA,"3"
"1025","1.5","1","407","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3428",NA,NA,NA,"3"
"1026","1.5","1","501","D","SalmonellaCulturableWildType_MPNPer100ml","X","0/3430",NA,NA,NA,"1"
