"","plot","result","dl","method"
"9313","C-406-S-30",26000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9314","C-406-S-30-T1",17500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9315","C-406-S-60",10566.66667,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9316","C-406-S-T1",9666.666667,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9317","C-411-S-5",95000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9318","C-411-S-10",81000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9319","C-411-S-20",38000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9320","C-411-S-30",52000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9321","C-411-S-30-T1",42000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9322","C-411-S-60",13650,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9323","C-411-S-T1",29000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9324","C-412-C-5",27000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9325","C-412-C-10",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9326","C-412-C-20",36000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9327","C-412-C-30",67000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9328","C-412-C-30-T1",45000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9329","C-412-C-60",60000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9330","C-412-C-T1",85000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9331","C-502-S-5",30000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9332","C-502-S-10",14650,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9333","C-502-S-20",13900,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9334","C-502-S-30",8500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9335","C-502-S-30-T1",15800,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9336","C-502-S-60",4900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9337","C-502-S-T1",8000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9338","C-501-X-5",13600,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9339","C-501-X-10",11050,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9340","C-501-X-20",2000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9341","C-501-X-30",7400,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9342","C-501-X-30-T1",8150,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9343","C-501-X-60",10400,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9344","C-501-X-T1",10167,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9345","C-107-C-5",4800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9346","C-107-C-10",3500,"WR","enterococciCulturableMEI_CFUPer100ML"
"9347","C-107-C-20",4800,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9348","C-107-C-30",5700,"WR","enterococciCulturableMEI_CFUPer100ML"
"9349","C-107-C-30-T1",8700,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9350","C-107-C-60",8200,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9351","C-107-C-T1",7950,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9352","C-108-P-5",130000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9353","C-108-P-10",75000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9354","C-108-P-20",112000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9355","C-108-P-30",160000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9356","C-108-P-30-T1",170000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9357","C-108-P-60",83500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9358","C-108-P-T1",115667,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9359","C-209-C-5",31000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9360","C-209-C-10",26500,"WR","enterococciCulturableMEI_CFUPer100ML"
"9361","C-209-C-20",36000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9362","C-209-C-30",27000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9363","C-209-C-30-T1",31000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9364","C-209-C-60",25000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9365","C-209-C-T1",8850,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9366","C-210-S-5",15100,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9367","C-210-S-10",11350,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9368","C-210-S-20",20500,"WR","enterococciCulturableMEI_CFUPer100ML"
"9369","C-210-S-30",11800,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9370","C-210-S-30-T1",25000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9371","C-210-S-60",5100,"WR","enterococciCulturableMEI_CFUPer100ML"
"9372","C-210-S-T1",14900,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9373","C-111-S-5",9950,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9374","C-111-S-10",5800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9375","C-111-S-20",4300,"WR","enterococciCulturableMEI_CFUPer100ML"
"9376","C-111-S-30",4900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9377","C-111-S-30-T1",6300,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9378","C-111-S-60",4000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9379","C-111-S-T1",4300,"WR","enterococciCulturableMEI_CFUPer100ML"
"9380","C-112-P-5",49000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9381","C-112-P-10",25000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9382","C-112-P-20",40000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9383","C-112-P-30",22000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9384","C-112-P-30-T1",56000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9385","C-112-P-60",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9386","C-112-P-T1",26000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9387","C-307-C-5",16300,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9388","C-307-C-10",30000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9389","C-307-C-20",17750,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9390","C-307-C-30",15900,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9391","C-307-C-30-T1",14550,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9392","C-307-C-60",21000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9393","C-307-C-T1",15000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9394","C-308-X-5",8550,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9395","C-308-X-10",12600,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9396","C-308-X-20",13500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9397","C-308-X-30",8350,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9398","C-308-X-30-T1",8950,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9399","C-308-X-60",5800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9400","C-308-X-T1",9200,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9401","C-407-X-5",3700,"WR","enterococciCulturableMEI_CFUPer100ML"
"9402","C-407-X-10",5800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9403","C-407-X-20",5000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9404","C-407-X-30",5900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9405","C-407-X-30-T1",5000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9406","C-407-X-60",12000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9407","C-407-X-T1",6000,"TNTC","enterococciCulturableMEI_CFUPer100ML"
"9408","C-408-P-5",43000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9409","C-408-P-10",29000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9410","C-408-P-20",81000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9411","C-408-P-30",102500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9412","C-408-P-30-T1",37600,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9413","C-408-P-60",60966.66667,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9414","C-408-P-T1",4100,"WR","enterococciCulturableMEI_CFUPer100ML"
"9415","C-106-P-5",490000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9416","C-106-P-10",320000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9417","C-106-P-20",135000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9418","C-106-P-30",460000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9419","C-106-P-30-T1",610000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9420","C-106-P-60",209000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9421","C-106-P-T1",470000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9422","C-105-X-5",39000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9423","C-105-X-10",17000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9424","C-105-X-20",14000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9425","C-105-X-30",13050,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9426","C-105-X-30-T1",15350,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9427","C-105-X-60",8950,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9428","C-105-X-T1",12350,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9429","C-503-C-5",49000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9430","C-503-C-10",12000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9431","C-503-C-20",54000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9432","C-503-C-30",49000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9433","C-503-C-30-T1",48000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9434","C-503-C-60",46000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9435","C-503-C-T1",24000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9436","C-504-X-5",2900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9437","C-504-X-10",4000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9438","C-504-X-20",4800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9439","C-504-X-30",12400,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9440","C-504-X-30-T1",4600,"WR","enterococciCulturableMEI_CFUPer100ML"
"9441","C-504-X-60",4300,"WR","enterococciCulturableMEI_CFUPer100ML"
"9442","C-504-X-T1",9500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9443","C-401-S-5",86000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9444","C-401-S-10",70000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9445","C-401-S-20",76500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9446","C-401-S-30",48000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9447","C-401-S-30-T1",69000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9448","C-401-S-60",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9449","C-401-S-T1",31000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9450","C-402-X-5",63000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9451","C-402-X-10",51000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9452","C-402-X-20",53000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9453","C-402-X-30",39000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9454","C-402-X-30-T1",48000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9455","C-402-X-60",38000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9456","C-402-X-T1",44000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9457","C-201-P-5",2e+05,"WR","enterococciCulturableMEI_CFUPer100ML"
"9458","C-201-P-10",280000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9459","C-201-P-20",320000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9460","C-201-P-30",170000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9461","C-201-P-30-T1",182500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9462","C-201-P-60",112500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9463","C-201-P-T1",119000,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9464","C-202-S-5",3600,"WR","enterococciCulturableMEI_CFUPer100ML"
"9465","C-202-S-10",3700,"WR","enterococciCulturableMEI_CFUPer100ML"
"9466","C-202-S-20",2800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9467","C-202-S-30",1550,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9468","C-202-S-30-T1",2900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9469","C-202-S-60",3600,"WR","enterococciCulturableMEI_CFUPer100ML"
"9470","C-202-S-T1",9700,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9471","C-403-C-5",5800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9472","C-403-C-10",2800,"WR","enterococciCulturableMEI_CFUPer100ML"
"9473","C-403-C-20",3900,"WR","enterococciCulturableMEI_CFUPer100ML"
"9474","C-403-C-30",6750,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9475","C-403-C-30-T1",7250,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9476","C-403-C-60",7200,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9477","C-403-C-T1",10300,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9478","C-404-P-5",24000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9479","C-404-P-10",17050,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9480","C-404-P-20",20000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9481","C-404-P-30",20000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9482","C-404-P-30-T1",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9483","C-404-P-60",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9484","C-404-P-T1",24000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9485","C-409-C-5",22400,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9486","C-409-C-10",32000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9487","C-409-C-20",24000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9488","C-409-C-30",23000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9489","C-409-C-30-T1",14700,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9490","C-409-C-60",28000,"WR","enterococciCulturableMEI_CFUPer100ML"
"9491","C-409-C-T1",17900,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9492","C-410-S-5",13750,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9493","C-410-S-10",7350,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9494","C-410-S-20",6500,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9495","C-410-S-30",7700,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9496","C-410-S-30-T1",8450,"WRC","enterococciCulturableMEI_CFUPer100ML"
"9497","C-410-S-60",5700,"WR","enterococciCulturableMEI_CFUPer100ML"
"9498","C-410-S-T1",3100,"WR","enterococciCulturableMEI_CFUPer100ML"
"9720","C-109-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9721","C-109-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9722","C-109-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9723","C-109-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9724","C-109-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9725","C-109-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9726","C-109-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9727","C-110-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9728","C-110-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9729","C-110-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9730","C-110-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9731","C-110-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9732","C-110-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9733","C-110-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9734","C-101-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9735","C-101-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9736","C-101-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9737","C-101-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9738","C-101-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9739","C-101-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9740","C-101-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9741","C-102-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9742","C-102-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9743","C-102-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9744","C-102-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9745","C-102-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9746","C-102-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9747","C-102-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9748","C-203-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9749","C-203-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9750","C-203-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9751","C-203-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9752","C-203-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9753","C-203-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9754","C-203-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9755","C-204-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9756","C-204-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9757","C-204-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9758","C-204-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9759","C-204-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9760","C-204-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9761","C-204-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9762","C-205-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9763","C-205-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9764","C-205-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9765","C-205-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9766","C-205-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9767","C-205-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9768","C-205-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9769","C-206-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9770","C-206-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9771","C-206-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9772","C-206-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9773","C-206-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9774","C-206-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9775","C-206-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9776","C-405-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9777","C-405-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9778","C-405-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9779","C-405-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9780","C-405-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9781","C-405-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9782","C-405-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9783","C-406-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9784","C-406-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9785","C-406-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9786","C-406-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9787","C-406-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9788","C-406-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9789","C-406-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9790","C-411-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9791","C-411-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9792","C-411-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9793","C-411-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9794","C-411-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9795","C-411-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9796","C-411-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9797","C-412-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9798","C-412-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9799","C-412-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9800","C-412-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9801","C-412-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9802","C-412-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9803","C-412-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9804","C-502-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9805","C-502-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9806","C-502-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9807","C-502-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9808","C-502-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9809","C-502-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9810","C-502-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9811","C-501-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9812","C-501-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9813","C-501-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9814","C-501-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9815","C-501-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9816","C-501-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9817","C-501-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9818","C-107-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9819","C-107-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9820","C-107-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9821","C-107-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9822","C-107-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9823","C-107-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9824","C-107-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9825","C-108-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9826","C-108-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9827","C-108-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9828","C-108-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9829","C-108-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9830","C-108-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9831","C-108-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9832","C-209-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9833","C-209-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9834","C-209-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9835","C-209-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9836","C-209-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9837","C-209-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9838","C-209-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9839","C-210-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9840","C-210-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9841","C-210-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9842","C-210-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9843","C-210-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9844","C-210-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9845","C-210-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9846","C-111-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9847","C-111-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9848","C-111-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9849","C-111-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9850","C-111-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9851","C-111-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9852","C-111-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9853","C-112-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9854","C-112-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9855","C-112-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9856","C-112-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9857","C-112-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9858","C-112-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9859","C-112-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9860","C-307-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9861","C-307-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9862","C-307-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9863","C-307-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9864","C-307-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9865","C-307-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9866","C-307-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9867","C-308-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9868","C-308-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9869","C-308-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9870","C-308-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9871","C-308-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9872","C-308-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9873","C-308-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9874","C-407-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9875","C-407-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9876","C-407-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9877","C-407-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9878","C-407-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9879","C-407-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9880","C-407-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9881","C-408-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9882","C-408-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9883","C-408-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9884","C-408-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9885","C-408-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9886","C-408-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9887","C-408-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
